DayAheadForecast,WeekAheadForecast,MonitoredCapacity,LoadFactor,MostRecentForecast
987.04,913.41,3369.05,28.97,853.73
943.0,873.31,3369.05,25.76,812.3
889.02,815.8,3369.05,22.35,770.35
825.5,754.04,3369.05,22.62,725.34
756.68,688.86,3369.05,24.19,674.33
687.75,623.41,3369.05,23.91,620.06
620.54,558.67,3369.05,21.41,564.74
553.07,494.12,3369.05,17.94,510.3
485.63,433.66,3369.05,16.16,455.16
417.37,372.66,3369.05,13.9,396.33
345.86,304.98,3369.05,10.56,330.27
274.71,239.27,3369.05,7.12,264.84
202.37,178.1,3369.05,5.12,196.7
137.93,122.9,3369.05,3.23,134.28
86.18,76.85,3369.05,2.19,84.16
46.79,40.95,3369.05,0.91,45.97
16.54,14.4,3369.05,0.23,16.29
1.74,1.52,3369.05,0.01,1.69
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.09,0.1,3369.05,,
8.18,8.8,3369.05,,
29.71,31.69,3369.05,,
59.82,62.66,3369.05,,
98.24,103.14,3369.05,,
147.47,156.12,3369.05,,
205.36,217.69,3369.05,,
265.79,284.54,3369.05,,
330.13,349.65,3369.05,,
393.95,413.74,3369.05,,
457.09,473.41,3369.05,,
523.81,533.42,3369.05,,
591.1,597.87,3369.05,,
661.08,665.32,3369.05,,
736.14,730.92,3369.05,,
814.69,793.23,3369.05,,
893.88,855.32,3369.05,,
971.64,916.39,3369.05,,
1047.74,975.81,3369.05,,
1121.65,1034.46,3369.05,,
1188.52,1090.02,3369.05,,
1243.82,1141.79,3369.05,,
1296.07,1193.63,3369.05,,
1345.26,1243.08,3369.05,,
1390.76,1288.31,3369.05,,
1430.35,1328.57,3369.05,,
1463.67,1361.37,3369.05,,
1491.49,1387.8,3369.05,,
1514.33,1410.56,3369.05,,
1531.19,1429.25,3369.05,,
1542.97,1444.27,3369.05,,
1548.43,1455.21,3369.05,,
1546.38,1461.97,3369.05,,
1536.68,1464.47,3369.05,,
1522.89,1462.5,3369.05,,
1503.29,1455.42,3369.05,,
1477.94,1442.37,3369.05,,
1443.99,1418.58,3369.05,,
1402.49,1383.67,3369.05,,
1358.06,1343.98,3369.05,,
1308.52,1296.16,3369.05,,
1253.44,1237.71,3369.05,,
1191.96,1172.24,3369.05,,
1125.51,1101.13,3369.05,,
1051.39,1027.94,3369.05,,
972.82,947.49,3369.05,,
893.67,862.46,3369.05,,
808.94,775.19,3369.05,,
716.77,692.29,3369.05,,
625.61,605.56,3369.05,,
538.97,519.08,3369.05,,
454.15,439.38,3369.05,,
369.73,356.69,3369.05,,
286.78,279.58,3369.05,,
206.36,200.58,3369.05,,
138.18,134.73,3369.05,,
86.79,84.47,3369.05,,
47.1,46.09,3369.05,,
15.96,15.65,3369.05,,
1.22,1.1,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
