DayAheadForecast,DayAheadConfidence10,DayAheadConfidence90,WeekAheadConfidence10,WeekAheadConfidence90,MonitoredCapacity,LoadFactor,MostRecentForecast,Realtime
391.24,132.41,650.18,44.0,1189.53,3069.29,,,
398.25,136.41,660.22,44.34,1194.89,3069.29,,,
407.13,141.85,672.58,44.55,1199.37,3069.29,,,
416.0,147.29,684.95,44.77,1203.84,3069.29,,,
424.89,152.73,697.31,44.99,1208.32,3069.29,,,
431.38,155.62,707.41,45.13,1211.85,3069.29,,,
435.48,155.95,715.26,45.2,1214.43,3069.29,,,
439.6,156.28,723.1,45.28,1217.02,3069.29,,,
443.7,156.61,730.95,45.35,1219.6,3069.29,,,
446.28,156.61,736.04,45.55,1221.28,3069.29,,,
447.32,156.27,738.4,45.85,1222.06,3069.29,,,
448.36,155.92,740.75,46.16,1222.84,3069.29,,,
449.4,155.58,743.11,46.46,1223.61,3069.29,,,
455.57,158.1,752.92,46.73,1223.44,3069.29,,,
466.87,163.49,770.18,46.96,1222.34,3069.29,,,
478.18,168.86,787.46,47.2,1221.22,3069.29,,,
489.48,174.25,804.72,47.43,1220.11,3069.29,,,
497.43,178.16,816.88,47.93,1218.07,3069.29,,,
502.06,180.58,823.92,48.68,1215.11,3069.29,,,
506.68,183.0,830.95,49.44,1212.16,3069.29,,,
511.3,185.42,837.99,50.19,1209.2,3069.29,,,
518.55,186.91,851.63,50.8,1205.4,3069.29,,,
528.43,187.47,871.87,51.25,1200.76,3069.29,,,
538.33,188.03,892.12,51.7,1196.12,3069.29,,,
548.21,188.58,912.36,52.15,1191.48,3069.29,,,
556.73,189.73,929.26,52.4,1186.07,3069.29,,,
563.88,191.49,942.83,52.44,1179.88,3069.29,,,
571.02,193.24,956.41,52.48,1173.69,3069.29,,,
578.17,195.0,969.98,52.52,1167.5,3069.29,,,
581.18,195.95,976.32,52.25,1160.87,3069.29,,,
580.05,196.11,975.45,51.63,1153.77,3069.29,,,
578.93,196.26,974.59,51.03,1146.66,3069.29,,,
577.8,196.43,973.72,50.42,1139.56,3069.29,,,
577.93,196.02,975.23,49.59,1132.31,3069.29,,,
579.32,195.07,979.15,48.53,1124.89,3069.29,,,
580.73,194.12,983.07,47.48,1117.48,3069.29,,,
582.12,193.17,986.99,46.42,1110.07,3069.29,,,
582.8,192.9,988.78,45.16,1102.8,3069.29,,,
582.75,193.31,988.45,43.68,1095.63,3069.29,,,
582.7,193.72,988.12,42.18,1088.48,3069.29,,,
582.65,194.12,987.79,40.69,1081.31,3069.29,,,
550.39,215.98,886.01,44.9,1171.34,3069.29,,,
549.3,209.77,890.01,44.95,1169.26,3069.29,,,
548.21,203.53,894.02,45.01,1167.17,3069.29,,,
547.12,197.32,898.02,45.06,1165.09,3069.29,,,
547.65,194.29,902.15,45.14,1162.42,3069.29,,,
549.79,194.47,906.4,45.2,1159.16,3069.29,,,
551.92,194.65,910.66,45.28,1155.89,3069.29,,,
554.06,194.83,914.91,45.35,1152.62,3069.29,,,
