DayAheadForecast,WeekAheadForecast,MonitoredCapacity,LoadFactor,MostRecentForecast
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.01,0.0,3369.05,,
8.45,6.57,3369.05,,
55.16,48.27,3369.05,,
101.13,133.65,3369.05,,
184.77,235.25,3369.05,,
279.9,331.44,3369.05,,
403.29,436.11,3369.05,,
539.92,551.1,3369.05,,
667.58,662.89,3369.05,,
799.95,763.2,3369.05,,
932.5,851.5,3369.05,,
1059.98,937.45,3369.05,,
1147.85,1014.11,3369.05,,
1218.87,1076.5,3369.05,,
1260.36,1128.89,3369.05,,
1294.68,1170.34,3369.05,,
1323.09,1200.27,3369.05,,
1343.64,1219.51,3369.05,,
1354.77,1227.13,3369.05,,
1354.64,1225.15,3369.05,,
1343.55,1212.9,3369.05,,
1323.54,1189.24,3369.05,,
1294.8,1154.68,3369.05,,
1257.84,1108.47,3369.05,,
1214.12,1052.1,3369.05,,
1158.08,983.73,3369.05,,
1083.68,902.75,3369.05,,
996.7,816.43,3369.05,,
890.32,725.65,3369.05,,
772.84,617.06,3369.05,,
646.46,504.06,3369.05,,
513.59,392.39,3369.05,,
379.93,293.7,3369.05,,
256.29,191.92,3369.05,,
136.29,94.41,3369.05,,
38.09,24.01,3369.05,,
2.54,1.36,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
